一	U+4E00	1	イチ・イツ・ひと・ひとつ
丁	U+4E01	2	チョウ・テイ・トウ・あたる・ひのと・よぼろ
七	U+4E03	2	シチ・シツ・なな・ななつ・なの
万	U+4E07	3	マン・バン・ボク・モク・よろず
丈	U+4E08	3	ジョウ・チョウ・たけ・だけ
三	U+4E09	3	サン・シン・み・みつ・みっつ
上	U+4E0A	3	ジョウ・ショウ・うえ・うわ・かみ・あげる・あがる・のぼる・のぼせる・のぼす・たっとぶ・たてまつる・ほとり
下	U+4E0B	3	カ・ゲ・ア・した・しも・もと・さげる・さがる・くだる・くだす・くださる・おろす・おりる
不	U+4E0D	4	フ・ブ・フツ・フウ・ヒ・ホツ・ホチ・ブチ・いなや
与	U+4E0E	3	ヨ・あたえる・あずかる・か・くみ・くみする・ために・と・ともに・より
丑	U+4E11	4	チュウ・チュ・うし
且	U+4E14	5	シャ・ショ・ソ・ゾ・かつ・しばらく
世	U+4E16	5	セイ・セ・よ
丘	U+4E18	5	キュウ・ク・おか
丙	U+4E19	5	ヘイ・ヒョウ・ひのえ
丞	U+4E1E	6	ジョウ・ショウ・すくう・たすける・じょう
両	U+4E21	6	リョウ・ふたつ
並	U+4E26	8	ヘイ・ビョウ・ホウ・ボウ・なみ・ならべる・ならぶ・ならびに
中	U+4E2D	4	チュウ・チュ・なか・あたる・あてる・うち
串	U+4E32	7	カン・セン・ガン・くし
丸	U+4E38	3	ガン・カン・まる・まるい・まるめる・たま・まろ
丹	U+4E39	4	タン・あか・に
主	U+4E3B	5	シュ・ス・ぬし・おも・あるじ・おもに・おもな・つかさどる
乃	U+4E43	2	ノ・ダイ・ナイ・アイ・すなわち・の・なんじ
久	U+4E45	3	キュウ・ク・ひさしい
之	U+4E4B	4	シ・の・これ・ゆく・おいて・この
乍	U+4E4D	5	サ・ジャ・サク・ながら・たちまち
乎	U+4E4E	5	コ・オ・ゴ・を・ああ・か・かな・や・よ
乏	U+4E4F	5	ボウ・ホウ・とぼしい
乗	U+4E57	9	ジョウ・ショウ・のる・のせる
乙	U+4E59	1	オツ・イツ・きのと・おと
九	U+4E5D	2	キュウ・ク・グ・ここの・ここのつ
乞	U+4E5E	3	キツ・コツ・キ・コチ・ケ・こい・こう
也	U+4E5F	3	ヤ・エ・イ・なり・や・か・また
乱	U+4E71	7	ラン・ロン・みだれる・みだす・おさめる
乳	U+4E73	8	ニュウ・ジュ・ニュ・ちち・ち
